Todo,Difficulty,Type,Category,Rating,Political,Bit idea,Expanded Concept,Programmatic / Tech Steps,Notes / Risks,Outline Dialog/Steps,Assets Needed
,Easy,Gag,Visual,G,No,Accidentally butt dial somebody and listen in,"Quick gag: Accidentally butt dial somebody and listen in. Plays fast - the button fires the visual, the reaction shot lands it, move on.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.",One beat maximum - gags die when they linger.,"1) Silent setup - just look at the crowd (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.","Fake-call UI overlay (PSD); ringtone SFX; 3-5 pre-recorded caller clips (15-30s each, cut as clean answers); FaceTime-style UI soundbed."
,Easy,Gag,Game,PG,No,Drinking game,"Quick gag: Drinking game. Plays fast - the button fires the visual, the reaction shot lands it, move on.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.",One beat maximum - gags die when they linger.,"1) Silent setup - just look at the crowd (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
2,Mid,Bit,Tech-Call,G,No,Zoom in look inside my head,"Set piece: Zoom in look inside my head. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.","Fake-call UI overlay (PSD); ringtone SFX; 3-5 pre-recorded caller clips (15-30s each, cut as clean answers); FaceTime-style UI soundbed."
2,Hard,Bit,Music,G,No,Parody song,"Developed bit: Parody song. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
,Hard,Bit,Sketch,G,No,Do a medley of face swap celebrity,"Set piece: Medley of face swap celebrity. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Face-filter stack: each filter on its own app button, cycle order rehearsed; camera-tracked filters need good front-light on the head.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Face-filter pack (list per bit); head-tracking calibration; front-light note.
,Hard,Bit,History,PG,No,Do I medley of comedy routine,"Developed bit: Do I medley of comedy routine. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
1,Easy,Gag,Visual,G,No,"Clap on, clap off","Sight gag: Clap on, clap off. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Easy,Dance Break,Music,G,No,Have my had to be the bouncing ball for karaoke,"Dance break: Have my had to be the bouncing ball for karaoke. High-energy reset between bits - screens carry the visuals/lyrics, performer sells the moves, out before it wears out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.","High energy, short window - 30-60 seconds max.",1) Music fires (SCREEN: title card + lighting macro). 2) 30-45s of moves; screens carry lyrics/visuals (SCREEN: lyric loop) - laugh breaks land on each section change. 3) Final pose on the sting (SCREEN: freeze/stamp). 4) Out fast - don't wear it out.,Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
2,Easy,Bit,Game,G,No,Go into video game world like wreck it Ralph and also head on a mine craft character,"Full bit: Go into video game world like wreck it Ralph and also head on a mine craft character. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
1,Easy,Gag,Visual,G,No,Pull old jokes out of the recycle bin,"Button gag: Pull old jokes out of the recycle bin. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
2,Easy,Bit,Sketch,G,No,Tell knock knock jokes by having someone open a door and say who's there,"Full bit: Tell knock knock jokes by having someone open a door and say who's there. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Tech-Call,G,No,Zoom in thru mouth to show what I had for dinner,"Set piece: Zoom in thru mouth to show what I had for dinner. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.","Fake-call UI overlay (PSD); ringtone SFX; 3-5 pre-recorded caller clips (15-30s each, cut as clean answers); FaceTime-style UI soundbed."
,Easy,Bit,Sketch,G,No,"Flip between YouTube , fb live, periscope video live. Have a conversation with commenters","Developed bit: Flip between YouTube , fb live, periscope video live. Have a conversation with commenters. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
2,Easy,Gag,Commercial,G,No,Swat a bee or kill a fly going around my head,"Button gag: Swat a bee or kill a fly going around my head. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",Animated bug overlay (loops around head); swat/zip SFX.
1,Easy,Gag,Visual,G,No,Swear on the bible app,"Button gag: Swear on the bible app. Plays fast - the button fires the visual, the reaction shot lands it, move on.",Green-screen preset: chroma-key the head (bib/backdrop); check spill and key edges under stage lights before show.,"Religious material: land the punchline on the situation, not the faith; expect some walk-outs either direction.","1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",Green bib/backdrop (physical); chroma-key preset tuned under stage lights; background plate library. Church backdrop plate; choir/organ sting; smart-script review.
1,Easy,Gag,Visual,G,No,"Think happy thoughts, backgrounds of puppies etc","Sight gag: Think happy thoughts, backgrounds of puppies etc. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Easy,Gag,Visual,G,No,While trying turn off the power so the screen goes black,"Sight gag: While trying turn off the power so the screen goes black. Plays fast - the button fires the visual, the reaction shot lands it, move on.",Power/battery presets: dim-to-black with power-down SFX; restore via color-bars beat so the blackout reads intentional.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",Battery-low banner; dim-to-black preset; power-down chime; restore color-bars beat.
